Date Time Served,Bar Name,Brand Name,Opening Balance,Purchase,Consumed,Closing Balance
2026-01-11 18:00:00,Main Bar,Brand B,4302.813608731563,0.0,1442.7579353222188,2860.0556734093443
2026-01-11 18:00:00,Main Bar,Brand C,1109.3367445629433,4000.0,701.7182206875603,4407.618523875382
2026-01-11 18:00:00,Pool Bar,Brand A,1901.057005631847,4000.0,1804.7626954788493,4096.294310152997
2026-01-11 18:00:00,Pool Bar,Brand B,1753.9501787486033,4000.0,1085.9513464476854,4667.998832300918
2026-01-11 18:00:00,Pool Bar,Brand C,3773.710757036761,0.0,507.1210009343946,3266.5897561023667
2026-01-12 18:00:00,Main Bar,Brand A,1407.144930562637,4000.0,2437.9365809264123,2969.208349636225
2026-01-12 18:00:00,Main Bar,Brand B,2860.0556734093443,0.0,1422.8731203443274,1437.182553065017
2026-01-12 18:00:00,Main Bar,Brand C,4407.618523875382,0.0,751.774263450515,3655.8442604248676
2026-01-12 18:00:00,Pool Bar,Brand A,4096.294310152997,0.0,1599.4956582312536,2496.798651921744
2026-01-12 18:00:00,Pool Bar,Brand B,4667.998832300918,0.0,775.9929335592842,3892.005898741634
2026-01-12 18:00:00,Pool Bar,Brand C,3266.5897561023667,0.0,368.4033205917494,2898.1864355106172
2026-01-13 18:00:00,Main Bar,Brand A,2969.208349636225,4000.0,2287.2645964955746,4681.94375314065
2026-01-13 18:00:00,Main Bar,Brand B,1437.182553065017,4000.0,1572.557076072387,3864.62547699263
2026-01-13 18:00:00,Main Bar,Brand C,3655.8442604248676,0.0,700.2546529970807,2955.589607427787
2026-01-13 18:00:00,Pool Bar,Brand A,2496.798651921744,4000.0,1832.2881334738909,4664.5105184478525
2026-01-13 18:00:00,Pool Bar,Brand B,3892.005898741634,0.0,908.3485871715006,2983.6573115701335
2026-01-13 18:00:00,Pool Bar,Brand C,2898.1864355106172,0.0,461.4148577575234,2436.771577753094
2026-01-14 18:00:00,Main Bar,Brand A,4681.94375314065,0.0,2695.1558640073767,1986.7878891332734
2026-01-14 18:00:00,Main Bar,Brand B,3864.62547699263,0.0,1446.7419398036425,2417.8835371889872
2026-01-14 18:00:00,Main Bar,Brand C,2955.589607427787,0.0,722.8878171041337,2232.7017903236533
2026-01-14 18:00:00,Pool Bar,Brand A,4664.5105184478525,0.0,1475.2515515584041,3189.2589668894484
2026-01-14 18:00:00,Pool Bar,Brand B,2983.6573115701335,0.0,918.3635999358488,2065.2937116342846
2026-01-14 18:00:00,Pool Bar,Brand C,2436.771577753094,0.0,422.51487163212033,2014.2567061209736
2026-01-15 18:00:00,Main Bar,Brand A,1986.7878891332734,4000.0,2214.2983335644935,3772.4895555687795
2026-01-15 18:00:00,Main Bar,Brand B,2417.8835371889872,4000.0,1570.9677070025505,4846.915830186437
2026-01-15 18:00:00,Main Bar,Brand C,2232.7017903236533,0.0,656.2030315054039,1576.4987588182494
2026-01-15 18:00:00,Pool Bar,Brand A,3189.2589668894484,0.0,1653.2984473441095,1535.960519545339
2026-01-15 18:00:00,Pool Bar,Brand B,2065.2937116342846,0.0,1049.9964787893218,1015.2972328449628
2026-01-15 18:00:00,Pool Bar,Brand C,2014.2567061209736,0.0,482.15024467415594,1532.1064614468178
2026-01-16 18:00:00,Main Bar,Brand A,3772.4895555687795,4000.0,3591.1616687688156,4181.327886799964
2026-01-16 18:00:00,Main Bar,Brand B,4846.915830186437,0.0,2002.8862644165297,2844.0295657699075
2026-01-16 18:00:00,Main Bar,Brand C,1576.4987588182494,4000.0,901.0225215328211,4675.476237285428
2026-01-16 18:00:00,Pool Bar,Brand A,1535.960519545339,4000.0,2206.4543923207107,3329.506127224628
2026-01-16 18:00:00,Pool Bar,Brand B,1015.2972328449628,4000.0,1053.0258283025473,3962.271404542416
2026-01-16 18:00:00,Pool Bar,Brand C,1532.1064614468178,0.0,503.3079019855377,1028.79855946128
2026-01-17 18:00:00,Main Bar,Brand A,4181.327886799964,0.0,3066.3073023384377,1115.0205844615266
2026-01-17 18:00:00,Main Bar,Brand B,2844.0295657699075,4000.0,1862.6794948941686,4981.350070875739
2026-01-17 18:00:00,Main Bar,Brand C,4675.476237285428,0.0,960.2837443240876,3715.1924929613406
2026-01-17 18:00:00,Pool Bar,Brand A,3329.506127224628,0.0,1988.453529384944,1341.052597839684
2026-01-17 18:00:00,Pool Bar,Brand B,3962.271404542416,0.0,1257.2566415698552,2705.0147629725607
2026-01-17 18:00:00,Pool Bar,Brand C,1028.79855946128,4000.0,701.0444374405968,4327.754122020683
2026-01-18 18:00:00,Main Bar,Brand A,1115.0205844615266,4000.0,2435.9463116397837,2679.074272821743
2026-01-18 18:00:00,Main Bar,Brand B,4981.350070875739,0.0,1610.0524286808652,3371.2976421948742
2026-01-18 18:00:00,Main Bar,Brand C,3715.1924929613406,0.0,622.7795270392888,3092.4129659220516
2026-01-18 18:00:00,Pool Bar,Brand A,1341.052597839684,4000.0,1595.7644847229458,3745.288113116738
2026-01-18 18:00:00,Pool Bar,Brand B,2705.0147629725607,0.0,826.7965594339494,1878.2182035386113
2026-01-18 18:00:00,Pool Bar,Brand C,4327.754122020683,0.0,425.5896185351595,3902.1645034855237
2026-01-19 18:00:00,Main Bar,Brand A,2679.074272821743,4000.0,2751.841348288752,3927.2329245329906
2026-01-19 18:00:00,Main Bar,Brand B,3371.2976421948742,0.0,1225.5380139819933,2145.7596282128807
2026-01-19 18:00:00,Main Bar,Brand C,3092.4129659220516,0.0,721.2785023353017,2371.13446358675
2026-01-19 18:00:00,Pool Bar,Brand A,3745.288113116738,0.0,1712.7621990157213,2032.5259141010165
2026-01-19 18:00:00,Pool Bar,Brand B,1878.2182035386113,4000.0,882.3126069113,4995.905596627312
2026-01-19 18:00:00,Pool Bar,Brand C,3902.1645034855237,0.0,345.88383448403124,3556.2806690014922
2026-01-20 18:00:00,Main Bar,Brand A,3927.2329245329906,0.0,2549.0421900364618,1378.1907344965289
2026-01-20 18:00:00,Main Bar,Brand B,2145.7596282128807,4000.0,1412.3991373860465,4733.360490826834
2026-01-20 18:00:00,Main Bar,Brand C,2371.13446358675,0.0,706.7526872175387,1664.3817763692114
2026-01-20 18:00:00,Pool Bar,Brand A,2032.5259141010165,4000.0,1655.768966418189,4376.756947682828
2026-01-20 18:00:00,Pool Bar,Brand B,4995.905596627312,0.0,1224.8775070460629,3771.028089581249
2026-01-20 18:00:00,Pool Bar,Brand C,3556.2806690014922,0.0,432.76639482194224,3123.51427417955
2026-01-21 18:00:00,Main Bar,Brand A,1378.1907344965289,4000.0,2259.7966619478275,3118.394072548702
2026-01-21 18:00:00,Main Bar,Brand B,4733.360490826834,0.0,1522.9669990531852,3210.393491773649
2026-01-21 18:00:00,Main Bar,Brand C,1664.3817763692114,4000.0,705.8397612459671,4958.542015123245
2026-01-21 18:00:00,Pool Bar,Brand A,4376.756947682828,0.0,2008.8255198634752,2367.9314278193524
2026-01-21 18:00:00,Pool Bar,Brand B,3771.028089581249,0.0,1105.2773543626743,2665.750735218575
2026-01-21 18:00:00,Pool Bar,Brand C,3123.51427417955,0.0,475.6947162587647,2647.819557920785
2026-01-22 18:00:00,Main Bar,Brand A,3118.394072548702,4000.0,2916.3119632819644,4202.0821092667375
2026-01-22 18:00:00,Main Bar,Brand B,3210.393491773649,0.0,1309.552963525635,1900.8405282480142
2026-01-22 18:00:00,Main Bar,Brand C,4958.542015123245,0.0,643.9378896420181,4314.604125481226
2026-01-22 18:00:00,Pool Bar,Brand A,2367.9314278193524,4000.0,1405.3839514689414,4962.547476350411
2026-01-22 18:00:00,Pool Bar,Brand B,2665.750735218575,0.0,914.1896707077002,1751.5610645108745
2026-01-22 18:00:00,Pool Bar,Brand C,2647.819557920785,0.0,350.8785973759458,2296.940960544839
2026-01-23 18:00:00,Main Bar,Brand A,4202.0821092667375,4000.0,3583.1798499590027,4618.902259307735
2026-01-23 18:00:00,Main Bar,Brand B,1900.8405282480142,4000.0,1983.5832592525912,3917.257268995423
2026-01-23 18:00:00,Main Bar,Brand C,4314.604125481226,0.0,825.6019467958088,3489.0021786854177
2026-01-23 18:00:00,Pool Bar,Brand A,4962.547476350411,0.0,1959.387122561209,3003.1603537892015
2026-01-23 18:00:00,Pool Bar,Brand B,1751.5610645108745,4000.0,1365.1581602022304,4386.402904308644
2026-01-23 18:00:00,Pool Bar,Brand C,2296.940960544839,0.0,667.8451128883954,1629.0958476564438
2026-01-24 18:00:00,Main Bar,Brand A,4618.902259307735,4000.0,3942.6369554066314,4676.265303901104
2026-01-24 18:00:00,Main Bar,Brand B,3917.257268995423,0.0,2472.812544697143,1444.44472429828
2026-01-24 18:00:00,Main Bar,Brand C,3489.0021786854177,0.0,961.3374791958719,2527.664699489546
2026-01-24 18:00:00,Pool Bar,Brand A,3003.1603537892015,0.0,1966.2619363115878,1036.8984174776137
2026-01-24 18:00:00,Pool Bar,Brand B,4386.402904308644,0.0,983.6507802059158,3402.752124102728
2026-01-24 18:00:00,Pool Bar,Brand C,1629.0958476564438,0.0,626.7752252887561,1002.3206223676876
2026-01-25 18:00:00,Main Bar,Brand A,4676.265303901104,0.0,2315.383550838074,2360.88175306303
2026-01-25 18:00:00,Main Bar,Brand B,1444.44472429828,4000.0,1430.2042674119689,4014.2404568863117
2026-01-25 18:00:00,Main Bar,Brand C,2527.664699489546,0.0,645.9290304676938,1881.7356690218521
2026-01-25 18:00:00,Pool Bar,Brand A,1036.8984174776137,4000.0,1612.8312059860743,3424.0672114915396
2026-01-25 18:00:00,Pool Bar,Brand B,3402.752124102728,0.0,1141.2929160028725,2261.4592080998555
2026-01-25 18:00:00,Pool Bar,Brand C,1002.3206223676876,4000.0,461.3074968560648,4541.013125511623
2026-01-26 18:00:00,Main Bar,Brand A,2360.88175306303,4000.0,2488.1204030217864,3872.761350041243
2026-01-26 18:00:00,Main Bar,Brand B,4014.2404568863117,0.0,1333.438014559173,2680.8024423271386
2026-01-26 18:00:00,Main Bar,Brand C,1881.7356690218521,0.0,569.4228279812863,1312.3128410405657
2026-01-26 18:00:00,Pool Bar,Brand A,3424.0672114915396,0.0,1521.6147120046408,1902.452499486899
2026-01-26 18:00:00,Pool Bar,Brand B,2261.4592080998555,0.0,966.609922072342,1294.8492860275135
2026-01-26 18:00:00,Pool Bar,Brand C,4541.013125511623,0.0,577.2909537777516,3963.7221717338716
2026-01-27 18:00:00,Main Bar,Brand A,3872.761350041243,0.0,2564.392473668842,1308.3688763724012
2026-01-27 18:00:00,Main Bar,Brand B,2680.8024423271386,0.0,1648.3073637195967,1032.495078607542
2026-01-27 18:00:00,Main Bar,Brand C,1312.3128410405657,4000.0,654.050716905181,4658.262124135385
2026-01-27 18:00:00,Pool Bar,Brand A,1902.452499486899,4000.0,1337.1748456659057,4565.277653820993
2026-01-27 18:00:00,Pool Bar,Brand B,1294.8492860275135,4000.0,824.44178509175,4470.407500935764
2026-01-27 18:00:00,Pool Bar,Brand C,3963.7221717338716,0.0,397.7837233534258,3565.938448380446
2026-01-28 18:00:00,Main Bar,Brand A,1308.3688763724012,4000.0,3091.9160093628834,2216.452867009518
2026-01-28 18:00:00,Main Bar,Brand B,1032.495078607542,4000.0,1366.8636780409956,3665.6314005665467
2026-01-28 18:00:00,Main Bar,Brand C,4658.262124135385,0.0,750.3712226690168,3907.8909014663686
2026-01-28 18:00:00,Pool Bar,Brand A,4565.277653820993,0.0,1411.6272249850251,3153.6504288359674
2026-01-28 18:00:00,Pool Bar,Brand B,4470.407500935764,0.0,1120.325390008382,3350.082110927382
2026-01-28 18:00:00,Pool Bar,Brand C,3565.938448380446,0.0,477.71646955962217,3088.221978820824
2026-01-29 18:00:00,Main Bar,Brand A,2216.452867009518,4000.0,2488.647595018264,3727.805271991254
2026-01-29 18:00:00,Main Bar,Brand B,3665.6314005665467,0.0,1488.641045922872,2176.9903546436744
2026-01-29 18:00:00,Main Bar,Brand C,3907.8909014663686,0.0,642.855285929084,3265.0356155372847
2026-01-29 18:00:00,Pool Bar,Brand A,3153.6504288359674,0.0,1767.7630611912693,1385.887367644698
2026-01-29 18:00:00,Pool Bar,Brand B,3350.082110927382,0.0,904.0225770668383,2446.0595338605435
2026-01-29 18:00:00,Pool Bar,Brand C,3088.221978820824,0.0,361.7563850087581,2726.465593812066
2026-01-30 18:00:00,Main Bar,Brand A,3727.805271991254,4000.0,3078.1244803796203,4649.680791611634
2026-01-30 18:00:00,Main Bar,Brand B,2176.9903546436744,4000.0,2045.1737151646505,4131.816639479024
2026-01-30 18:00:00,Main Bar,Brand C,3265.0356155372847,0.0,1045.1945704615514,2219.8410450757333
2026-01-30 18:00:00,Pool Bar,Brand A,1385.887367644698,4000.0,2269.7377859833878,3116.1495816613105
2026-01-30 18:00:00,Pool Bar,Brand B,2446.0595338605435,0.0,1297.7424211268583,1148.3171127336852
2026-01-30 18:00:00,Pool Bar,Brand C,2726.465593812066,0.0,628.0794820513831,2098.386111760683
2026-01-31 18:00:00,Main Bar,Brand A,4649.680791611634,4000.0,3760.2844598106017,4889.396331801032
2026-01-31 18:00:00,Main Bar,Brand B,4131.816639479024,0.0,2052.473670212761,2079.342969266263
2026-01-31 18:00:00,Main Bar,Brand C,2219.8410450757333,0.0,901.9132393799711,1317.9278056957623
2026-01-31 18:00:00,Pool Bar,Brand A,3116.1495816613105,4000.0,2519.5602194558105,4596.5893622055
2026-01-31 18:00:00,Pool Bar,Brand B,1148.3171127336852,4000.0,1383.1360044000116,3765.181108333674
2026-01-31 18:00:00,Pool Bar,Brand C,2098.386111760683,0.0,718.0744314237114,1380.3116803369717
2026-02-01 18:00:00,Main Bar,Brand A,4889.396331801032,0.0,2578.373891426583,2311.0224403744487
2026-02-01 18:00:00,Main Bar,Brand B,2079.342969266263,4000.0,1303.9828310516018,4775.360138214661
2026-02-01 18:00:00,Main Bar,Brand C,1317.9278056957623,4000.0,591.4925376543122,4726.43526804145
2026-02-01 18:00:00,Pool Bar,Brand A,4596.5893622055,0.0,2085.84497410905,2510.74438809645
2026-02-01 18:00:00,Pool Bar,Brand B,3765.181108333674,0.0,1243.8918524421942,2521.2892558914796
2026-02-01 18:00:00,Pool Bar,Brand C,1380.3116803369717,4000.0,437.07461664365275,4943.237063693319
2026-02-02 18:00:00,Main Bar,Brand A,2311.0224403744487,4000.0,2428.8385472200994,3882.1838931543493
2026-02-02 18:00:00,Main Bar,Brand B,4775.360138214661,0.0,1722.9853095897834,3052.3748286248774
2026-02-02 18:00:00,Main Bar,Brand C,4726.43526804145,0.0,610.2927108928689,4116.142557148582
2026-02-02 18:00:00,Pool Bar,Brand A,2510.74438809645,0.0,1413.7920669956618,1096.9523211007884
2026-02-02 18:00:00,Pool Bar,Brand B,2521.2892558914796,0.0,1075.358979971491,1445.9302759199886
2026-02-02 18:00:00,Pool Bar,Brand C,4943.237063693319,0.0,421.58843115410957,4521.64863253921
2026-02-03 18:00:00,Main Bar,Brand A,3882.1838931543493,0.0,2528.647827185901,1353.5360659684484
2026-02-03 18:00:00,Main Bar,Brand B,3052.3748286248774,0.0,1469.502907830176,1582.8719207947015
2026-02-03 18:00:00,Main Bar,Brand C,4116.142557148582,0.0,714.3053675135233,3401.837189635058
2026-02-03 18:00:00,Pool Bar,Brand A,1096.9523211007884,4000.0,2021.5752113868211,3075.377109713967
2026-02-03 18:00:00,Pool Bar,Brand B,1445.9302759199886,4000.0,989.1312454766723,4456.799030443317
2026-02-03 18:00:00,Pool Bar,Brand C,4521.64863253921,0.0,496.3635931159338,4025.285039423276
2026-02-04 18:00:00,Main Bar,Brand A,1353.5360659684484,4000.0,1988.75456532781,3364.781500640638
2026-02-04 18:00:00,Main Bar,Brand B,1582.8719207947015,4000.0,1487.3999292989013,4095.4719914958005
2026-02-04 18:00:00,Main Bar,Brand C,3401.837189635058,0.0,629.2874205389132,2772.5497690961447
2026-02-04 18:00:00,Pool Bar,Brand A,3075.377109713967,0.0,1328.2333520481623,1747.1437576658047
2026-02-04 18:00:00,Pool Bar,Brand B,4456.799030443317,0.0,838.0082307591149,3618.7907996842023
2026-02-04 18:00:00,Pool Bar,Brand C,4025.285039423276,0.0,425.94311226954153,3599.3419271537346
2026-02-05 18:00:00,Main Bar,Brand A,3364.781500640638,4000.0,2771.7982711819873,4592.98322945865
2026-02-05 18:00:00,Main Bar,Brand B,4095.4719914958005,0.0,1288.0827360326277,2807.389255463173
2026-02-05 18:00:00,Main Bar,Brand C,2772.5497690961447,0.0,692.205467466798,2080.344301629347
2026-02-05 18:00:00,Pool Bar,Brand A,1747.1437576658047,4000.0,1522.1792695999352,4224.964488065869
2026-02-05 18:00:00,Pool Bar,Brand B,3618.7907996842023,0.0,923.8829972795342,2694.907802404668
2026-02-05 18:00:00,Pool Bar,Brand C,3599.3419271537346,0.0,522.1985634219315,3077.143363731803
2026-02-06 18:00:00,Main Bar,Brand A,4592.98322945865,0.0,3557.5624753690363,1035.420754089614
2026-02-06 18:00:00,Main Bar,Brand B,2807.389255463173,4000.0,2226.8841047610676,4580.505150702105
2026-02-06 18:00:00,Main Bar,Brand C,2080.344301629347,0.0,920.3755910940073,1159.9687105353396
2026-02-06 18:00:00,Pool Bar,Brand A,4224.964488065869,0.0,2043.7711505189345,2181.1933375469343
2026-02-06 18:00:00,Pool Bar,Brand B,2694.907802404668,0.0,1281.3280245666422,1413.5797778380258
2026-02-06 18:00:00,Pool Bar,Brand C,3077.143363731803,0.0,624.959768971528,2452.1835947602754
2026-02-07 18:00:00,Main Bar,Brand A,1035.420754089614,4000.0,3462.1153666317796,1573.3053874578345
2026-02-07 18:00:00,Main Bar,Brand B,4580.505150702105,0.0,1849.0854607315946,2731.4196899705107
2026-02-07 18:00:00,Main Bar,Brand C,1159.9687105353396,4000.0,938.015264277207,4221.953446258132
2026-02-07 18:00:00,Pool Bar,Brand A,2181.1933375469343,4000.0,2287.7522791566707,3893.4410583902636
2026-02-07 18:00:00,Pool Bar,Brand B,1413.5797778380258,4000.0,1708.9759498552917,3704.603827982734
2026-02-07 18:00:00,Pool Bar,Brand C,2452.1835947602754,0.0,742.6328120122803,1709.550782747995
2026-02-08 18:00:00,Main Bar,Brand A,1573.3053874578345,4000.0,2304.7437554524713,3268.561632005363
2026-02-08 18:00:00,Main Bar,Brand B,2731.4196899705107,0.0,1450.1681955983283,1281.2514943721824
2026-02-08 18:00:00,Main Bar,Brand C,4221.953446258132,0.0,584.6321758677358,3637.3212703903964
2026-02-08 18:00:00,Pool Bar,Brand A,3893.4410583902636,0.0,1494.0533483136396,2399.387710076624
2026-02-08 18:00:00,Pool Bar,Brand B,3704.603827982734,0.0,1024.234380560093,2680.369447422641
2026-02-08 18:00:00,Pool Bar,Brand C,1709.550782747995,0.0,536.8214607039529,1172.7293220440422
2026-02-09 18:00:00,Main Bar,Brand A,3268.561632005363,4000.0,2337.5218668356874,4931.039765169676
2026-02-09 18:00:00,Main Bar,Brand B,1281.2514943721824,4000.0,1392.9531553494235,3888.298339022759
2026-02-09 18:00:00,Main Bar,Brand C,3637.3212703903964,0.0,535.3951898588168,3101.92608053158
2026-02-09 18:00:00,Pool Bar,Brand A,2399.387710076624,4000.0,1607.0561969761443,4792.33151310048
2026-02-09 18:00:00,Pool Bar,Brand B,2680.369447422641,0.0,809.2633517499082,1871.1060956727326
2026-02-09 18:00:00,Pool Bar,Brand C,1172.7293220440422,4000.0,411.8803612296427,4760.8489608144
2026-02-10 18:00:00,Main Bar,Brand A,4931.039765169676,0.0,2298.5087545637566,2632.531010605919
2026-02-10 18:00:00,Main Bar,Brand B,3888.298339022759,0.0,1480.2950415366008,2408.0032974861583
2026-02-10 18:00:00,Main Bar,Brand C,3101.92608053158,0.0,563.4435558223225,2538.482524709257
2026-02-10 18:00:00,Pool Bar,Brand A,4792.33151310048,0.0,1262.7000552167785,3529.631457883702
2026-02-10 18:00:00,Pool Bar,Brand B,1871.1060956727326,4000.0,1307.1625494764144,4563.9435461963185
2026-02-10 18:00:00,Pool Bar,Brand C,4760.8489608144,0.0,357.3055741482698,4403.543386666131
2026-02-11 18:00:00,Main Bar,Brand A,2632.531010605919,4000.0,2240.448607287975,4392.082403317943
2026-02-11 18:00:00,Main Bar,Brand B,2408.0032974861583,4000.0,1781.5585104181248,4626.444787068034
2026-02-11 18:00:00,Main Bar,Brand C,2538.482524709257,0.0,899.1648361853092,1639.317688523948
2026-02-11 18:00:00,Pool Bar,Brand A,3529.631457883702,0.0,1340.70640999011,2188.925047893592
2026-02-11 18:00:00,Pool Bar,Brand B,4563.9435461963185,0.0,917.5531627410672,3646.390383455251
2026-02-11 18:00:00,Pool Bar,Brand C,4403.543386666131,0.0,474.59199966771666,3928.951386998414
2026-02-12 18:00:00,Main Bar,Brand A,4392.082403317943,0.0,2986.3761781230764,1405.7062251948669
2026-02-12 18:00:00,Main Bar,Brand B,4626.444787068034,0.0,1341.0502957651947,3285.3944913028395
2026-02-12 18:00:00,Main Bar,Brand C,1639.317688523948,4000.0,672.3399950921681,4966.97769343178
2026-02-12 18:00:00,Pool Bar,Brand A,2188.925047893592,4000.0,1855.2171200803004,4333.7079278132915
2026-02-12 18:00:00,Pool Bar,Brand B,3646.390383455251,0.0,1042.8235076167925,2603.5668758384586
